"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"88","MROH9",8.05187762149082,0.128229646523902,0.230822069347754,1,1
"89","TNN",11.3615428085889,-0.30714278368365,0.286227181738984,0.990894575845361,1
"90","BRINP2",1150.69251024764,-0.200505637770346,0.165771180612697,1,1
"91","ACBD6",316.75974791571,0.00981242401138469,0.076123351620763,1,1
"92","SMG7",1477.76174903064,-0.0163324367060779,0.0985982384365249,1,1
"93","SOAT1",322.382023164868,0.0876583876465799,0.123993016541283,1,1
"94","RASAL2",1699.21417714543,-0.243872361168938,0.156765836818212,1,1
"95","RGSL1",2.22172299248375,-0.16156469765314,0.282151199531902,0.522028742300604,1
"96","PTGS2",91.9058091903439,-0.291081920573457,0.21513644969596,1,1
"97","ZBTB41",868.974149507547,0.0488980704816116,0.120146088916359,1,1
"98","NEK7",997.362680385879,0.100097351944577,0.178362088346128,1,1
"99","PPP1R12B",2970.46278611529,0.063775003958831,0.103496734019126,1,1
"100","SRGAP2D",29.325390262703,0.289405486796717,0.148613126213753,1,1
"101","SRGAP2",1225.06192404479,0.224400438834961,0.117256159049161,1,1
"102","BATF3",50.1621973907177,-0.172536581178043,0.164854936835347,1,1
"103","USH2A",41.941643871657,0.00175575348000398,0.141280529193975,1,1
"104","ESRRG",198.863029213957,-0.0892077272804947,0.163532945875953,1,1
"105","HHAT",114.776787528549,-0.103369843913898,0.127591416177905,1,1
"106","RNU5F-1",1.02847151774246,0.021840960177591,0.208387981323979,1,1
"107","MIR548F3",0.747797105023028,-0.0357677856503008,0.21731333539125,1,1
"108","EPRS",1452.20200866297,-0.095379649205935,0.105937619589737,1,1
"109","DNAH14",123.555602756368,-0.0642500582813023,0.146427284857516,1,1
"110","NUP133",822.689593188371,-0.0431103429813206,0.115619157401326,1,1
"111","LINC00582",1.96051042265752,0.130387197962966,0.263337969562119,0.589542754158775,1
"112","TRIM11",424.464756444453,0.0230811161097703,0.134469380136658,1,1
"113","TSNAX-DISC1",1.4111670725498,-0.0120245216706237,0.203646608100292,1,1
"114","LOC100130331",5.18368923185724,-0.237881198119181,0.339678377500512,0.367642389647077,1
"115","RGS7",562.725246440188,-0.249783962470588,0.196664375452718,1,1
"116","MTR",1558.35241108554,-0.176834431931584,0.118651301998482,1,1
"117","LYST",1727.92842647203,0.0417626161623591,0.103192065704095,1,1
"118","KIF26B",541.88708766885,0.0510888066534099,0.124849770985267,1,1
"119","SMYD3",269.02501084982,-0.157732123453992,0.133445526585254,1,1
"120","ZNF496",699.2804185839,-0.0284647253584761,0.103368591272251,1,1
"121","OR14C36",1.51920682115473,-0.0177691118396466,0.20555153148556,1,1
"122","LINC01128",412.902761491241,-0.0762715379555164,0.134909127317337,1,1
"123","AURKAIP1",730.474970902095,-0.146443157847893,0.120385766116099,1,1
"124","NADK",560.196644770136,0.0826441480775619,0.103332965709884,1,1
"125","CDK11B",301.716203115673,0.165973870303661,0.107625760062182,1,1
"126","FAM132A",22.2831450981138,-0.136388358279626,0.186805408303669,1,1
"127","TNFRSF14",149.104197725447,-0.0803658510597579,0.151724632977695,1,1
"128","TTC34",27.0805515969998,0.027218612679726,0.159567519042538,1,1
"129","SKI",3355.26847616599,0.125408480117409,0.124612669774637,1,1
"130","CCDC27",4.26151268822351,-0.120093642570609,0.224484741619996,1,1
"131","DFFB",176.403684611245,0.419014787299584,0.13357782235055,1,1
"132","MEGF6",150.678364208207,-0.0102838341444038,0.15040115509676,1,1
"133","AJAP1",794.277466756695,0.0145713347028348,0.142230363066675,1,1
"134","KCNAB2",5776.0869312883,-0.113579156340206,0.184030862495795,1,1
"135","NPHP4",659.814916790677,-0.0808938988282449,0.127281524768488,1,1
"136","PLEKHG5",1765.47873887109,0.00248322660228163,0.181922648559178,1,1
"137","ACOT7",1309.74581584774,-0.23077187889185,0.185381792985888,1,1
"138","PER3",1266.60491319554,0.0144023345527064,0.119286323269156,1,1
"139","TNFRSF9",2.11523448164546,-0.0853506168827786,0.22020789689133,1,1
"140","RERE",5679.58566670718,0.0623305424306349,0.0897978476402209,1,1
"141","H6PD",1054.7626651438,0.0623343768814788,0.148978948630198,1,1
"142","GPR157",5.9146244888927,-0.00781799035389994,0.178770413790779,1,1
"143","UBE4B",1754.2404148167,0.167832180161365,0.0935205032383337,1,1
"144","KIF1B",16796.8135936518,0.103228560512342,0.0909168802167996,1,1
"145","CLSTN1",12896.1924713219,-0.186120592350808,0.168943547971149,1,1
"146","CTNNBIP1",664.456978369943,-0.126828397337581,0.11075679854849,1,1
"147","CASZ1",84.4318741304107,-0.0417375195685,0.152113022711027,1,1
"148","C1orf127",1.70032218171929,-0.0091295522167841,0.199164691550885,1,1
"149","EXOSC10",896.495026805953,0.0265516377353542,0.113120767363421,1,1
"150","PEX14",451.639426300621,-0.21613730702734,0.129228861215159,1,1
"151","MTOR",2308.81921123123,-0.130997312048489,0.0766854256599896,1,1
"152","VPS13D",5311.55059236806,-0.0145306594414945,0.0721045938158938,1,1
"153","TNFRSF8",3.72188628147593,-0.115540084109265,0.234240081873801,1,1
"154","AGTRAP",137.47206630215,0.0925577361059461,0.139984306814865,1,1
"155","MFN2",3095.77665847419,-0.0819614106881615,0.0876217389004174,1,1
"156","PRAMEF26",0,0,0.238584144831736,NA,NA
"157","PRAMEF25",0,0,0.238584144831736,NA,NA
"158","AADACL4",0.138514691448056,0.000180405379761062,0.235233537634888,1,1
"159","KAZN",1308.05031592263,0.0776975789178138,0.142716564425496,1,1
"160","TMEM51-AS1",37.7441361754834,0.0954862978759962,0.169294438585079,1,1
"161","FHAD1",60.2044789870447,-0.174379180727961,0.197389174384769,1,1
"162","DNAJC16",642.839906621048,-0.121129048316502,0.0813337814101768,1,1
"163","SPEN",5116.42262450032,0.243371124244417,0.101422441848942,1,1
"164","FBXO42",682.726570381314,0.0910300909256522,0.0942691638650949,1,1
"165","ESPNP",12.4159701353514,0.0819878352398031,0.182520193574197,1,1
"166","PADI2",5027.13708619451,0.0893177526611168,0.178833671566623,1,1
"167","PADI1",2.21188922840727,0.0226907360552477,0.220046877694671,1,1
"168","MFAP2",1.76590721085807,0.0537869492399907,0.213626647297506,1,1
"169","NBPF1",806.947431773943,0.209620168383833,0.168066319689615,1,1
"170","ARHGEF10L",989.924711594212,0.296733391392607,0.15321753949891,1,1
"171","ACTL8",0.570426052739654,-0.0515631578263355,0.227570489009187,0.9763023182719,1
"172","IGSF21",884.542036899379,-0.117766835039536,0.144833863180112,1,1
"173","UBR4",8190.11694865508,-0.0549570913671245,0.0624090882951396,1,1
"174","CAPZB",1421.6132338844,-0.209737000324476,0.0905673597388423,1,1
"175","PAX7",42.4184360587401,-0.10617840744091,0.202920835117826,1,1
"176","IFFO2",670.197790983753,-0.0100823828030093,0.123768098895455,1,1
"177","TMCO4",78.6856262788915,-0.00227059753450304,0.128513365738292,1,1
"178","LINC01141",37.6864226428335,0.108089703228116,0.158623323667426,1,1
"179","EIF4G3",3421.97151632965,-0.0599453541807243,0.0849035026833937,1,1
"180","ALPL",359.25209963621,-0.283222518194008,0.197972880481374,1,1
"181","HP1BP3",2735.76705483588,0.392363049020272,0.0987371356497466,1,1
"182","ECE1",1633.15273466903,0.101713836831641,0.114688019495998,1,1
"183","LDLRAD2",4.7107366987951,0.155266605313425,0.213227780066278,1,1
"184","ZBTB40",987.960600393386,0.420006843525672,0.116398546501895,1,1
"185","HSPG2",864.202405134599,-0.0483452363838625,0.163193159815708,1,1
"186","CDC42",899.830030425421,-0.179659320010917,0.136923167447551,1,1
"187","TCEA3",107.239653060479,0.188852840772246,0.180222290368065,1,1
"188","E2F2",5.13751685304865,-0.0543704530413289,0.208973812802131,1,1
"189","LUZP1",1775.39098642024,-0.0676090251875505,0.164262824367138,1,1
"190","NIPAL3",3067.97748610648,0.104089497810887,0.17084528297125,1,1
"191","IFNLR1",52.5201319845411,0.212900341362526,0.173561150024858,1,1
"192","NCMAP",13.6053335152982,0.0285845074738184,0.195141303338634,1,1
"193","TMEM57",575.198535586954,0.0740227977859062,0.0748560908464916,1,1
"194","MAN1C1",953.641755385626,0.00383268427583735,0.123781928088231,1,1
"195","RHCE",19.4831466333446,-0.233372855805148,0.203692183410729,1,1
"196","LIN28A",3.28765966698592,-0.0418701803796476,0.194292118663895,1,1
"197","SH3BGRL3",645.753173244256,0.0331216941741478,0.0926576913349803,1,1
"198","RPS6KA1",383.665075716353,0.144333053471245,0.185222125015702,1,1
"199","TMEM222",471.658572994727,-0.222417614476496,0.0963130887486556,1,1
"200","WASF2",2067.3064966708,0.174279875295226,0.152033266501155,1,1
"201","AHDC1",2436.50566122446,-0.00409237012424042,0.143717011047365,1,1
"202","PHACTR4",601.029704498691,0.19599289287054,0.136592785658297,1,1
"203","SNHG3",145.866027107791,0.287833048347542,0.125536229617,1,1
"204","TAF12",105.022113034521,0.013349767063488,0.113324114070135,1,1
"205","RCC1",122.928381389629,0.642530786502726,0.266045692924867,1,1
"206","SRSF4",1114.77601531301,0.127919972262315,0.0734209900753939,1,1
"207","PTPRU",1026.49473682324,0.144952710938948,0.144340069042602,1,1
"208","MATN1-AS1",51.6321131221649,0.0710049705476968,0.193014140215514,1,1
"209","MATN1",13.2811726638615,0.0907801839033156,0.195008916905403,1,1
"210","PTP4A2",3842.93353854,0.140587944006036,0.190930854744292,1,1
"211","ZBTB8A",193.50131277131,0.113013665175979,0.0894615286493363,1,1
"212","RNF19B",437.298365928549,-0.132325940302966,0.108188852076085,1,1
"213","S100PBP",409.603590946529,0.131651503628421,0.121637822030466,1,1
"214","KPNA6",1832.51127322761,-0.0619274758237258,0.0877006610235079,1,1
"215","SYNC",75.8891485512184,0.118611798025665,0.142687362806642,1,1
"216","HDAC1",287.044485265103,0.194755988768114,0.14720775918467,1,1
"217","LOC101929464",10.481356009749,0.200876510577925,0.182710648557051,1,1
"218","ZSCAN20",175.797698977241,0.172474928420787,0.125746942200834,1,1
"219","PHC2",1517.96577904491,0.0174391625432011,0.12297084689748,1,1
"220","CSMD2-AS1",12.6917072600861,0.118229303808961,0.166063748810143,1,1
"221","DLGAP3",2912.05040247005,-0.0685904936891251,0.189170467869498,1,1
"222","AGO3",537.660957139672,0.191612399454798,0.117365724159643,1,1
"223","COL8A2",84.4240562322346,0.365044733157474,0.297965435546223,1,1
"224","AGO4",652.42777627943,-0.0183189380172718,0.0919708149968646,1,1
"225","ZMYM4",1222.09283626559,-0.0235471641921395,0.0916346284169637,1,1
"226","KIAA0319L",1501.42370721176,-0.10740114686796,0.0775325262700975,1,1
"227","TFAP2E",157.997922308812,0.139751342929583,0.160828833761005,1,1
"228","STK40",710.952383066614,-0.0271252433388572,0.139701826134283,1,1
"229","GRIK3",1291.0557864008,-0.0401962543449865,0.150562665504958,1,1
"230","YRDC",111.380875638958,-0.0767184323924664,0.118638829494293,1,1
"231","SNIP1",218.732382548847,-0.240238815805877,0.105809133644269,1,1
"232","INPP5B",524.442319653595,0.0433173958843188,0.112708172938496,1,1
"233","RRAGC",268.919505671711,0.0513331637998438,0.117673927309908,1,1
"234","BMP8B",171.019674449975,0.197236635071327,0.181884537443772,1,1
"235","BMP8A",337.443245937087,0.141628677579675,0.136629579645847,1,1
"236","RLF",820.452879754932,-0.10309610955163,0.0979188802449091,1,1
"237","SCMH1",568.25338113593,0.0394842328589598,0.118564061393109,1,1
"238","NFYC-AS1",59.3942643412237,0.142570481371591,0.156853138161544,1,1
"239","KCNQ4",142.549690074803,-0.030598191957388,0.170017289862471,1,1
"240","HIVEP3",1604.98506329979,0.0692384371174757,0.139381472483636,1,1
"241","FOXJ3",1088.55422477579,-0.0935436523597369,0.0959063951444062,1,1
"242","RIMKLA",622.311395197942,-0.108577271368094,0.176444259950875,1,1
"243","CFAP57",28.1963721879143,-0.304611627286826,0.214907956638235,1,1
"244","SZT2",1945.70501865976,0.1285366753853,0.132581105841176,1,1
"245","TMEM269",8.83500759135901,-0.150655987941447,0.208974832677183,1,1
"246","TIE1",397.725241591508,0.081089732675025,0.154433644984468,1,1
"247","ERI3-IT1",72.8821300340733,0.73537515524485,0.291960736629761,0.971911645594865,1
"248","ERI3",1022.33432474885,-0.151824988862589,0.0740634472664552,1,1
"249","ST3GAL3",387.900124241258,-0.225321691447728,0.12415497227682,1,1
"250","IPO13",2243.37966251599,0.0769852369126562,0.154591178596735,1,1
"251","KDM4A-AS1",25.6645757110362,0.060764994986279,0.155169184538423,1,1
"252","KIF2C",24.130866653716,0.0670171409749369,0.155894866086083,1,1
"253","EIF2B3",269.698917341765,-0.0548968684431066,0.0993753620374975,1,1
"254","TESK2",233.195154487229,0.121790748696418,0.17484255883391,1,1
"255","ZSWIM5",305.889313858106,0.0364443411650551,0.0783909369671716,1,1
"256","MAST2",1247.84389754731,0.0744283256275125,0.0915579396922188,1,1
"257","PIK3R3",733.992549660527,-0.0222940456750096,0.133786927840699,1,1
"258","MKNK1",389.942789749217,-0.0265494309656545,0.10953240042902,1,1
"259","POMGNT1",996.49333137645,0.0959616160653408,0.11557590737934,1,1
"260","CYP4X1",170.399589248527,-0.205441650775624,0.196011449686406,1,1
"261","CYP4Z1",28.957955972032,-0.0395112695426804,0.157201456194164,1,1
"262","CYP4Z2P",1.53311873599218,0.0383431345508195,0.207125674833221,1,1
"263","CMPK1",771.550791651402,0.147140123926245,0.127526345967129,1,1
"264","SKINT1L",4.25308879333195,-0.154116290835871,0.224515050755943,1,1
"265","SPATA6",342.55598225618,0.0823441511649029,0.162949962588375,1,1
"266","ELAVL4",737.883887585769,-0.164810235466379,0.205313721529369,1,1
"267","TTC39A",78.0584684905563,0.0593096736961595,0.169027861274417,1,1
"268","OSBPL9",571.913587009483,0.0909156539067539,0.14658209016541,1,1
"269","EPS15",3148.05782396885,-0.06128686255994,0.12852541581944,1,1
"270","NRDC",1825.79182087197,-0.0238667581961944,0.0701340625238989,1,1
"271","ZFYVE9",1346.99609926453,-0.0541468924816045,0.125798311121082,1,1
"272","ZCCHC11",1006.08801626995,0.2381181066399,0.1149813591766,1,1
"273","ZYG11B",1570.72917555402,-0.12193745683761,0.135859079958967,1,1
"274","ZYG11A",2.85161109401697,0.130256783572124,0.220999590729737,1,1
"275","CC2D1B",788.261408094054,0.284077559215822,0.167281700981907,1,1
"276","GLIS1",200.37763754369,-0.000539640024437401,0.168306902424437,1,1
"277","NDC1",175.485679157964,-0.0515777587624499,0.141204790494475,1,1
"278","LRP8",795.406870315393,-0.241711995405264,0.116518148748033,1,1
"279","HSPB11",84.9331512293155,-0.0921478321396242,0.0991352775088568,1,1
"280","ACOT11",404.137051481438,-0.0304050222530781,0.152516701907094,1,1
"281","MROH7-TTC4",4.53891062451463,-0.024691785253618,0.18092038539788,1,1
"282","SSBP3",1364.83186346983,-0.113881662848957,0.149057145228675,1,1
"283","CYB5RL",103.489752257574,0.272536914038299,0.0863863111520122,1,1
"284","PLPP3",2459.02988071796,-0.12890766187623,0.137532307790159,1,1
"285","C1orf168",10.8599010551314,0.00259378573553829,0.166475356276346,1,1
"286","C8B",0.169461469672532,-0.0029221013969977,0.235082941522564,1,1
"287","PRKAA2",479.613618276502,-0.137318291068972,0.167364597925896,1,1
"288","DAB1-AS1",10.2065294659915,-0.108093776159816,0.18384323828372,1,1
"289","OMA1",210.45247650791,0.242030130779828,0.191677255646496,1,1
"290","LINC01358",2.0199844013872,0.0454827100463695,0.200589413854599,1,1
"291","HOOK1",366.409956799637,-0.097617091664114,0.171030207603812,1,1
"292","LOC101926964",48.1327882269439,-0.0249048918299563,0.161981744236004,1,1
"293","PATJ",558.699278152016,0.105115547236931,0.136632654327616,1,1
"294","KANK4",65.6447750616889,0.141679419344552,0.21539333557943,1,1
"295","LINC00466",0.281426048859875,-0.001348100916192,0.227001463618841,1,1
"296","DOCK7",1077.35764821919,-0.0193872123849972,0.11822630814538,1,1
"297","ATG4C",435.711837388261,0.168504086124466,0.192874559197551,1,1
"298","PGM1",648.242549555747,-0.147426480556434,0.101327542616721,1,1
"299","ROR1",73.8432423891672,0.0955851654392161,0.180385423521323,1,1
"300","RAVER2",326.614074869618,0.0145560598799575,0.141203417348046,1,1
"301","JAK1",1850.91843971722,-0.00689436328460317,0.0751720290215191,1,1
"302","DNAJC6",5417.60024498419,-0.101252787005076,0.150531181286714,1,1
"303","AK4",745.421464287773,0.029392543962336,0.148771109189293,1,1
"304","PDE4B",1909.29326675532,-0.00649178873046006,0.147484790689376,1,1
"305","TCTEX1D1",15.7553205486597,-0.197155258255352,0.198198889683384,1,1
"306","WDR78",183.624876072935,0.211141872857345,0.151557816300811,1,1
"307","SLC35D1",309.328379394745,0.140772488195574,0.12559519077896,1,1
"308","SERBP1",1049.33541231916,0.0777692482974537,0.0976901120430923,1,1
"309","IL23R",0.0676627231348823,0.000368035683136849,0.235801733651243,1,1
"310","GNG12",380.189600380963,0.0298505074433423,0.142534648110642,1,1
"311","GNG12-AS1",43.6743185864264,-0.0965451757847622,0.147617220363444,1,1
"312","WLS",1177.78588118068,-0.0600933086260638,0.12688798125724,1,1
"313","DEPDC1",5.66902905579793,-0.172925048285232,0.222998402877424,1,1
"314","LRRC40",225.587592429651,-0.26089527761161,0.150714907279097,1,1
"315","ANKRD13C",635.055245472886,-0.0851212345495035,0.0881940388507021,1,1
"316","PIN1P1",34.2132394973188,-0.112951481114432,0.157901377311236,1,1
"317","ZRANB2-AS2",4.65555081311601,-0.00864318747840835,0.18605148587022,1,1
"318","PTGER3",76.1846994822677,-0.0490419723093683,0.195604724345347,1,1
"319","LINC01360",0.421949872725706,-0.0198830020820578,0.222092892879619,1,1
"320","FPGT-TNNI3K",2.56354305916224,-0.0210207994612691,0.188203928961028,1,1
"321","LRRIQ3",3.26393065243632,-0.00981782108630136,0.194781201722567,1,1
"322","TNNI3K",1.07273797663066,0.0739886034652393,0.230583483112852,0.934859779662281,1
"323","ERICH3",1061.74523242995,-0.137047997346806,0.195565241174361,1,1
"324","SLC44A5",95.2098753003019,-0.243944284124096,0.177749323199328,1,1
"325","MSH4",42.185747232295,0.152497496628504,0.185064345602655,1,1
"326","ST6GALNAC5",451.779436624735,-0.112564293894072,0.213926036127925,1,1
"327","NEXN",45.210672790106,0.165718673950216,0.144081441453299,1,1
"328","GIPC2",12.3818995615422,-0.15396043208711,0.188304583414313,1,1
"329","MIGA1",1053.5363675671,-0.0980799558671295,0.152898801357088,1,1
"330","AK5",4146.22313972056,-0.116597229319648,0.160352876785026,1,1
"331","ZZZ3",990.309711456698,0.210143833770588,0.135770547597787,1,1
"332","MGC27382",0.41941788343962,-0.0422292427830582,0.241857215007423,0.405171198715408,1
"333","ADGRL4",118.867705721837,-0.00738197585342618,0.156697373860046,1,1
"334","LINC01781",0.0987711014334355,-0.000994471788810267,0.235669827624458,1,1
"335","ADGRL2",998.85498147687,-0.0738991039836217,0.176010857705052,1,1
"336","PRKACB",3898.13812573321,-0.124121013129628,0.150812584028171,1,1
"337","SAMD13",14.4280570115194,0.0792863644072183,0.181750729269102,1,1
"338","LINC01725",13.1763090943711,-0.116372035953564,0.170558088174344,1,1
"339","LOC101927560",15.4716003616506,-0.0111766223725588,0.16478670905436,1,1
"340","TTLL7",3077.36155362301,0.174671087218873,0.176154580443957,1,1
"341","LINC01461",17.8786139672137,-0.0111527157439626,0.17302499511033,1,1
"342","WDR63",5.21009084124031,0.0053542978110531,0.188251893180434,1,1
"343","C1orf52",290.94945967208,-0.0461909587915156,0.126615923117497,1,1
"344","MCOLN2",5.02488489445816,0.0165508228971827,0.202191845188734,1,1
"345","LPAR3",39.7201497636762,0.00950782282573517,0.186331884343186,1,1
"346","COL24A1",413.435263308682,-0.235884619384513,0.215041512919409,1,1
"347","CLCA2",10.379500777182,-0.00974490458354304,0.20116412731329,1,1
"348","HS2ST1",654.200595891037,-0.0659225540757041,0.142291758624026,1,1
"349","LOC101927844",3.30509913840486,-0.145342855856565,0.243870992356318,0.951379134150673,1
"350","LOC105378828",38.245456184707,-0.241128873877424,0.126126449071133,1,1
"351","PKN2",767.368453934163,0.164197740506411,0.131813963234111,1,1
"352","LRRC8B",1604.71917309313,-0.297720779891672,0.147641710961606,1,1
"353","GBP1",128.73265998341,-0.165984789794257,0.211614373549703,1,1
"354","GBP4",168.724183525586,-0.372190789070668,0.358960845797159,0.587387554592703,1
"355","LRRC8D",740.322311126276,0.106262318126707,0.169211919915126,1,1
"356","HFM1",62.4889148320257,-0.0575333313495559,0.148773073338021,1,1
"357","EVI5",962.029255953467,0.0526824263211341,0.123000926619623,1,1
"358","RPAP2",392.796452872233,0.142383362923355,0.0978125068394923,1,1
"359","CCDC18",103.088443186993,0.101301335563787,0.126988291824931,1,1
"360","BCAR3",376.595953005881,0.347434470524834,0.169427138990999,1,1
"361","MTF2",326.460577330298,-0.171150415735244,0.108590801865189,1,1
"362","FNBP1L",500.260974145308,0.0507507012783321,0.126086711193331,1,1
"363","SLC44A3",89.4784084591155,-0.088940594241423,0.155396647720863,1,1
"364","ABCD3",592.80631966887,-3.16417010106583e-05,0.127952807788193,1,1
"365","LINC01057",24.8393569040649,-0.0105134649699123,0.145806152244607,1,1
"366","ABCA4",33.1780088637177,-0.0628934063555705,0.181144288610325,1,1
