"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSG00000232849",0.0131448805783119,0.310957914930379,2.98838654887138,0,1,NA
"2","ENSG00000229558",5.12470897978914,-0.0862001917579689,0.291232631931598,0,1,1
"3","ENSG00000232977",26.0172460507071,-0.229062470243826,0.154179321566851,0,1,1
"4","ENSG00000227893",0,NA,NA,NA,NA,NA
"5","ENSG00000238230",19.5692655209029,-0.12107539369306,0.307600010685314,0,1,1
"6","ENSG00000227640",255.73968833845,0.318787342244534,0.133445209191237,0,1,1
"7","ENSG00000260962",0.559798086370605,-0.917857214106224,0.673873265740539,-0.471686933235022,0.637150265251838,NA
"8","ENSG00000228741",2.3777211945884,0.145003241202038,0.524978037570432,0,1,1
"9","ENSG00000247400",179.980860735247,-0.176638185789931,0.0871814647296988,0,1,1
"10","ENSG00000261498",0.33857343021127,-0.437424195417961,1.06242154160014,0,1,NA
"11","ENSG00000243300",0.446541425327211,-1.01894313698271,0.681841906590346,-0.614428554381029,0.538932171570069,NA
"12","ENSG00000243008",6.0282602282811,-1.08559789921704,0.327361981496208,-1.48336681308445,0.137976979758687,1
"13","ENSG00000272329",1.13496191477945,-0.393711434612673,0.529454402092953,0,1,NA
"14","ENSG00000233124",0.378777331913522,-1.33764238874842,0.904285512501562,-0.815718463417432,0.41466117653692,NA
"15","ENSG00000226134",1.62021047359355,-0.46987942770043,0.43233092663295,0,1,1
"16","ENSG00000270725",0.470791389280152,-0.742292144487297,0.685464296848386,-0.20758505605839,0.835552973732471,NA
"17","ENSG00000269189",0.240770833672558,0.237672570494722,1.20330060157704,0,1,NA
"18","ENSG00000234056",65.6121500532465,1.02732867894269,0.274220507026432,1.5583396135341,0.119152763158657,1
"19","ENSG00000225105",1.43785963716586,0.185581764619238,0.562158292447845,0,1,NA
"20","ENSG00000260509",12.4743486994038,-0.56476071538903,0.221943641818697,0,1,1
"21","ENSG00000231983",0.20890686576145,-0.12489604892748,1.26396681510533,0,1,NA
"22","ENSG00000228889",21.6371272168444,-0.412404071182562,0.162359635121164,0,1,1
"23","ENSG00000234168",0.0525718690606897,0.44437232822858,2.98838654887138,0,1,NA
"24","ENSG00000229609",0.213512863691048,-0.770630962838838,1.38994981418108,-0.122760520630285,0.902296737701999,NA
"25","ENSG00000260704",0.0929701871127656,0.34714625729364,1.76051299676282,0,1,NA
"26","ENSG00000224356",4.79270865232455,0.141380470550466,0.330578845267408,0,1,1
"27","ENSG00000229599",0,NA,NA,NA,NA,NA
"28","ENSG00000224329",0.0816729857525402,-0.0852085326269824,1.99655432571843,0,1,NA
"29","ENSG00000243319",4.88410198916237,-0.365484938682563,0.323207401851422,0,1,1
"30","ENSG00000122043",0.115290671305758,-0.152051976225415,1.54312823089854,0,1,NA
"31","ENSG00000272143",87.9346203992009,0.198837907561442,0.196496649507677,0,1,1
"32","ENSG00000266505",0.0401467750270675,0.0147339066983175,2.98838654887138,0,1,NA
"33","ENSG00000224511",1.73850292167816,-0.169387305831765,0.402254908798897,0,1,1
"34","ENSG00000232117",3.37338444167133,-0.590495224894291,0.358057790659496,0,1,1
"35","ENSG00000272542",11.7974897698735,-0.164127946270709,0.211730699695396,0,1,1
"36","ENSG00000236463",2.313479346511,0.825001141441055,0.418184918601401,0.538042218723622,0.59054790196771,1
"37","ENSG00000234551",0.0230486589475961,0.0803101357220204,2.98838654887138,0,1,NA
"38","ENSG00000238121",28.3891697412227,-0.16988534360452,0.182146675732661,0,1,1
"39","ENSG00000226620",6.46626810162232,-0.788708107009485,0.36476923851118,-0.517335583942617,0.604921918056097,1
"40","ENSG00000225039",0.931913960615441,0.190489686328576,0.538662353652577,0,1,NA
"41","ENSG00000233532",42.575478558357,-0.805999684786963,0.223943536415118,-0.919873322019471,0.357638961528187,1
"42","ENSG00000272274",4.88498158313744,-0.289844068278414,0.326841963991261,0,1,1
