"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"7967","SLC36A3",2.25577297645388,-0.0630244601011957,0.225113281550778,1,1
"7968","GM2A",971.804216246124,0.0730656413406292,0.15752541013956,1,1
"7969","SLC36A2",1.23077789434999,-0.0225520615187997,0.238797102504479,1,1
"7970","MIR6499",1.72827355738593,0.0260477641405173,0.230170536437785,1,1
"7971","FAT2",298.001793207019,-0.106015430008502,0.172852347736374,1,1
"7972","SPARC",3691.1911696346,0.156105465008715,0.172444589946336,1,1
"7973","CTB-113P19.1",17.4137143977088,0.260053510571307,0.234096085084868,0.70963359761117,1
"7974","LOC100652758",40.4441856798606,0.403887129307337,0.187018645639929,0.816005693620977,1
"7975","G3BP1",823.611522977897,0.155314463800474,0.0851746413913498,1,1
"7976","FAM114A2",198.943483117777,-0.0242620612790317,0.104767264883056,1,1
"7977","MFAP3",385.222737710555,0.0548696600533374,0.129127595768725,1,1
"7978","MIR1294",0.598264709348712,0.00482902597939029,0.250281479547639,1,1
"7979","SAP30L",942.834403607303,0.330635221016602,0.105552812416271,1,1
"7980","SAP30L-AS1",51.2880084816394,0.219791183820452,0.171353396614722,1,1
"7981","HAND1",0.320654584699379,0.00564174200572335,0.262120688821642,1,1
"7982","MIR3141",0,0,0.274009855282615,NA,NA
"7983","MIR1303",1.20478617534426,0.103607638566342,0.261342349868411,0.582872299962001,1
"7984","CNOT8",497.679213379008,0.109558063969641,0.0977171439934054,1,1
"7985","FAXDC2",799.650508888973,0.110181287534171,0.165063551413394,1,1
"7986","MIR378H",7.24094679867297,0.0704388027844083,0.213069576998279,1,1
"7987","MRPL22",113.189295547856,-0.0421679473185967,0.0959539705435498,1,1
"7988","KIF4B",25.9946484084278,-0.125561574953771,0.185677326365416,1,1
"7989","PPP1R2P3",16.3905260725294,-0.826064001511829,0.304015237602244,0.0376786397596228,1
"7990","HAVCR1",12.8682931071355,-0.0842107305288618,0.198435471850514,1,1
"7991","HAVCR2",143.432995197459,0.0587582118057529,0.17299975093803,1,1
"7992","FAM71B",0.184726796204542,0.00961947517842433,0.266073949764331,1,1
"7993","MED7",100.048095291624,-0.124119833988083,0.122332832440836,1,1
"7994","LOC102724404",32.7046346281734,0.0106342327122584,0.144233728195532,1,1
"7995","FNDC9",175.562074856959,-0.142332921228672,0.165949691111569,1,1
"7996","ADAM19",331.444212903793,-0.126983462952363,0.121722098945524,1,1
"7997","SOX30",4.83901787659461,-0.0424310821679879,0.203852099704827,1,1
"7998","C5orf52",1.57815635629816,-0.0173854033189485,0.226497726628874,1,1
"7999","THG1L",62.2062421004392,-0.134595481846308,0.108296969250097,1,1
"8000","LSM11",329.9060568885,-0.118980308858233,0.153312995984604,1,1
"8001","CLINT1",524.463766751841,-0.1561798362211,0.0862081782268689,1,1
"8002","LOC101927740",1.32521837589967,-0.0135748557264045,0.241666931032948,1,1
"8003","LOC105377682",0.0939543666698666,0.000613184226007974,0.270047470163578,1,1
"8004","UBLCP1",227.059227130907,-0.413786440624011,0.180924361180318,0.837288825088705,1
"8005","IL12B",2.36491428133902,-0.00600530899465694,0.233987784571293,1,1
"8006","LOC285626",5.4687026736913,-0.0449525631282443,0.189986441810951,1,1
"8007","LOC285627",5.41250410204825,-0.185073682042161,0.225724901480619,0.916435031036675,1
"8008","TTC1",557.788721860127,-0.0745889634156617,0.106391873268295,1,1
"8009","CCNJL",49.1990417006869,0.226006835050543,0.145779437013988,1,1
"8010","PTTG1",14.6809365340516,-0.0641868006822346,0.194007571017819,1,1
"8011","ZBED8",148.517502881701,0.400095607620255,0.165763946750125,1,1
"8012","MIR3142",0,0,0.274009855282615,NA,NA
"8013","SLU7",697.617420076524,-0.195008584347998,0.106694682741598,1,1
"8014","MIR146A",0,0,0.274009855282615,NA,NA
"8015","LOC285629",0.2279201805842,-0.0144303980620909,0.266091092122297,0.923242500803357,1
"8016","GABRA6",8.2794451251532,-0.13780071466752,0.24178510262561,0.797530992093787,1
"8017","GABRA1",1272.49262796183,-0.481359976182278,0.276836987644602,0.262375352767956,1
"8018","GABRG2",1034.30043554839,-0.36483631196547,0.263679565044318,0.408632998324142,1
"8019","CCNG1",326.48033782004,0.281747812075008,0.131842180311172,1,1
"8020","HMMR",5.38961253466413,-0.193448471623238,0.229327216158689,0.857643459743732,1
"8021","HMMR-AS1",0.042522532697691,0.0029111082992999,0.270084851388858,1,1
"8022","NUDCD2",274.165781299903,0.0622020208141403,0.106149278435893,1,1
"8023","MAT2B",402.345801513621,-0.185256543715712,0.136969054510452,1,1
"8024","LOC101927835",6.91087607753158,-0.0266475045254372,0.227425577732279,1,1
"8025","LOC102546299",9.62865699699574,-0.00322466988759151,0.218773343751892,1,1
"8026","CTB-7E3.1",1.4265954584489,-0.0160572655852672,0.235233623760582,1,1
"8027","CTB-178M22.2",13.6394253437878,-0.0834280834663309,0.167170289575674,1,1
"8028","MIR103B1",0,0,0.274009855282615,NA,NA
"8029","PANK3",681.622825708923,-0.126967747916645,0.0930564200836927,1,1
"8030","RARS",350.869829685915,0.0271359181615594,0.116584545775809,1,1
"8031","FBLL1",199.162258408699,-0.220488038431862,0.169270160037046,1,1
"8032","MIR103A1",0.240834146309693,0.00502895500451059,0.265131760999313,1,1
"8033","LOC101927969",21.3083385036953,0.158430874769033,0.195889484451527,1,1
"8034","MIR218-2",0.69370922573177,0.0568524224230383,0.255748795531635,0.79383253091326,1
"8035","LOC728095",21.7520039978616,0.0638927019995747,0.189623290384186,1,1
"8036","MIR585",0.443249568470183,-0.0507118323968076,0.261816123233951,0.692239217071874,1
"8037","SPDL1",223.087556762766,0.0765242213895409,0.184183748272132,1,1
"8038","MIR378E",0.592576227797823,0.0650420313206395,0.259375195256122,0.687781457602405,1
"8039","FOXI1",0.0484038905375835,0.00291110829929991,0.270084851388858,1,1
"8040","LINC01187",0.210194281524239,-0.0233668342901866,0.267758545770482,0.72145601955295,1
"8041","C5orf58",4.31335196605983,0.117028504912696,0.216990811180873,1,1
"8042","LCP2",133.259844020022,0.010427697641694,0.154035682271291,1,1
"8043","KCNMB1",25.31991791642,0.097276205773153,0.189943369082389,1,1
"8044","LINC01366",1.08736107498747,0.034710900789865,0.245805429461283,1,1
"8045","CTD-2270F17.1",3.93921846121895,0.0585357320536007,0.217528325806961,1,1
"8046","LOC105377716",19.9947715671456,0.0693176957919314,0.174535813322077,1,1
"8047","GABRP",0.283125913374409,-0.0323046501967182,0.269270030603109,0.571676470084103,1
"8048","TLX3",0.235977249280097,0.0148114129867064,0.266015379530131,0.918921935071457,1
"8049","MIR3912",0.0435232061564754,-0.0013015402349553,0.270053553816106,1,1
"8050","NPM1",309.982435060358,-0.0649628334786678,0.139965703432497,1,1
"8051","FGF18",8.73745638836033,-0.175792719622806,0.229150677982307,0.891089033258108,1
"8052","SMIM23",0.0425348457140741,0.00291110829929991,0.270084851388858,1,1
"8053","EFCAB9",0.851193285577056,0.0402862729246417,0.256121022258758,0.887825129032847,1
"8054","LOC100288254",1.32077318375737,-0.0559819694064493,0.24896827546136,0.930480324079818,1
"8055","MIR5003",0.750027371392348,0.0658717574241195,0.26835991934658,0.500441489234559,1
"8056","DUSP1",1053.78490463187,0.234868288136863,0.169644496890604,1,1
"8057","LOC101928093",0.348464709068013,-0.03484336095621,0.263872276278794,0.738312727723127,1
"8058","RPL26L1",35.4066180453702,-0.263408619590648,0.127724917241773,1,1
"8059","LOC100268168",20.1415145118457,-0.24154809773435,0.15574952596503,1,1
"8060","ATP6V0E1",251.08757013827,0.0509311725794179,0.139144719007475,1,1
"8061","SNORA74B",275.031482620404,0.0748031823298067,0.152772329263183,1,1
"8062","BNIP1",61.7089276059377,-0.080770623303707,0.106465348847976,1,1
"8063","NKX2-5",1.42021109256439,0.0268340214045276,0.233109740545905,1,1
"8064","MIR8056",0.0453501865327882,-0.0013015402349553,0.270053553816106,1,1
"8065","LOC285593",24.404951662067,-0.0735823688697716,0.153248854216492,1,1
"8066","BOD1",282.820167789916,0.0199671457788759,0.0771637384967302,1,1
"8067","LINC01485",5.80807426089447,-0.00867772744607968,0.200979896236629,1,1
"8068","CPEB4",2775.66590899509,-0.0892643127690027,0.0843096134109867,1,1
"8069","C5orf47",4.21052518323081,-0.183285948703357,0.267827878446712,0.482146280426204,1
"8070","HMP19",2028.26821541688,-0.270981922820182,0.177327595852102,1,1
"8071","MIR4634",0.320339631982032,0.00702670798089699,0.259510808714746,1,1
"8072","MSX2",8.03963190149252,0.0426611651217394,0.22797398012003,1,1
"8073","FLJ16171",3.42535494321261,0.146686428361376,0.234794981971801,0.87348153142068,1
"8074","SFXN1",632.356076929486,-0.172181220797783,0.0934032790888953,1,1
"8075","DRD1",188.885922730013,-0.0098162550841055,0.165803826634596,1,1
"8076","THOC3",49.2290461805949,-0.0804081484955353,0.172097050687549,1,1
"8077","LOC100996385",62.7351255575983,-0.0760091298222385,0.214350935080247,1,1
"8078","LOC100507387",128.578473267961,-0.23234233286236,0.207608506899498,1,1
"8079","LOC643201",15.7931920640447,-0.0234837702283861,0.161577077425215,1,1
"8080","ARL10",502.952343192507,0.0651543346856661,0.115147007696504,1,1
"8081","CLTB",1184.83517867904,-0.0985473044487053,0.143439004513759,1,1
"8082","MIR1271",0.663754326979313,0.00552942923437413,0.247370190572707,1,1
"8083","KIAA1191",1050.09801675454,-0.18671255771685,0.102706759189959,1,1
"8084","NOP16",105.863708018538,-0.0937406622519349,0.129081393156542,1,1
"8085","HIGD2A",205.337556672395,0.0431682715860956,0.0757318197345643,1,1
"8086","CDHR2",183.430793910867,-0.00883825558227289,0.173108474088627,1,1
"8087","RNF44",1244.83633571171,-0.116025710117562,0.114367692210458,1,1
"8088","SNCB",2670.83349939394,-0.38887322327972,0.238008071850452,0.505226568999394,1
"8089","MIR4281",0.143792182559322,0.00948635344174481,0.268896394765638,0.922632796882734,1
"8090","TSPAN17",467.243256284684,-0.0113700080993685,0.151072114764065,1,1
"8091","EIF4E1B",72.440336922847,0.0360973384330807,0.183166392254522,1,1
"8092","LINC01574",17.2096609567688,-0.108953187279944,0.172979127572871,1,1
"8093","HK3",104.044525388885,0.0834609755838481,0.197892367663356,1,1
"8094","FGFR4",47.8789848976222,0.0908971361472482,0.20654159822868,1,1
"8095","ZNF346",511.581892161103,0.101971901993801,0.109991688463028,1,1
"8096","PRELID1",100.503679879816,-0.068838843668687,0.145080636018764,1,1
"8097","LMAN2",538.873078928883,-0.115653350053606,0.0803861066070711,1,1
"8098","RAB24",515.623498143128,-0.00443542527719509,0.132913566053892,1,1
"8099","MXD3",57.168240990698,0.0816797027482123,0.173845886659163,1,1
"8100","RGS14",431.798315189889,-0.0294620425325575,0.189188621846865,1,1
"8101","PRR7",227.22779301983,-0.10763181404767,0.143601584389713,1,1
"8102","DBN1",1773.11306949125,-0.140765758304233,0.143168934627091,1,1
"8103","GRK6",565.129905804478,0.00394503002492064,0.101432352005325,1,1
"8104","DOK3",151.980194845154,0.211436920757131,0.166321971203343,1,1
"8105","F12",87.4909966765079,-0.0804979218414183,0.173116952300287,1,1
"8106","PRR7-AS1",63.4218874712176,0.319180092498666,0.156614883087859,1,1
"8107","PDLIM7",195.548657622212,-0.0940481329795624,0.142919952822994,1,1
"8108","DDX41",726.77079479545,-0.275026437676824,0.111904596385983,1,1
"8109","PFN3",0.652839921916784,-0.0171603949448743,0.252290436108745,1,1
"8110","TMED9",560.168243083954,-0.0348234374335296,0.102536444173478,1,1
"8111","B4GALT7",238.966897144096,-0.0818931486057178,0.0994442125777426,1,1
"8112","FAM153A",68.5392158458677,-0.0817162994566254,0.176384805731038,1,1
"8113","LOC728554",23.7762697698087,-0.0450505029023297,0.196420394682129,1,1
"8114","PROP1",10.4032479699299,-0.0743822037267474,0.210250303974205,1,1
"8115","RMND5B",473.938858891171,-0.0934740087602405,0.115500626790632,1,1
"8116","NHP2",311.857287936837,-0.288728405401741,0.0942856715506422,1,1
"8117","N4BP3",304.278696625227,-0.167819994811518,0.1743711523137,1,1
"8118","PHYKPL",428.02432906594,0.217193489039633,0.13902126298915,1,1
"8119","HNRNPAB",509.429728471174,0.00609155067821831,0.107875119767544,1,1
"8120","GMCL1P1",7.00195469419888,-0.0454826004920478,0.187092955078169,1,1
"8121","CLK4",408.683902456246,0.0995766829223861,0.0921818057382873,1,1
"8122","ZNF354A",104.202829269725,-0.0192484962102417,0.116373309250264,1,1
"8123","AACSP1",9.85517747875321,-0.0736068869468516,0.176345979340031,1,1
"8124","ZNF354B",148.854303581978,0.180139748876684,0.114960045140112,1,1
"8125","ZFP2",91.3446985336171,0.143567981715831,0.128826556375372,1,1
"8126","ZNF354C",337.678918346112,0.0995661821104151,0.121374048611926,1,1
"8127","ZNF879",62.9728725019425,0.179553248843929,0.121152147441778,1,1
"8128","GRM6",78.3448337582353,0.388094624453045,0.20191810069094,0.738345771466254,1
"8129","RUFY1",529.239135535167,0.182982225671621,0.0907482352751736,1,1
"8130","LOC101928445",52.416235938914,0.223538174169746,0.180119235525698,1,1
"8131","CANX",5156.02159812973,-0.126127609198591,0.108515142065047,1,1
"8132","C5orf60",1.25192917889998,-0.064606573537074,0.24034099615102,1,1
"8133","CBY3",46.7306358481738,0.249834042448914,0.159217841170308,1,1
"8134","LOC105377763",22.9397249292203,0.0923848064560899,0.174255188158332,1,1
"8135","MGAT4B",844.214811280656,0.16397541029998,0.118560297435792,1,1
"8136","LTC4S",71.7359195037366,0.321190214006625,0.201482859968287,0.90420652110437,1
"8137","MRNIP",129.708230123596,0.0538813480260219,0.0987244008835511,1,1
"8138","SQSTM1",3305.50930779175,0.0858768209767897,0.107935636881345,1,1
"8139","LOC100996419",23.9445684775132,-0.11632160912516,0.152184119975657,1,1
"8140","MIR1229",0,0,0.274009855282615,NA,NA
"8141","MIR340",5.26941480621791,0.590571562560603,0.413531110632613,0.0606812434898181,1
"8142","GFPT2",447.183318420163,0.0879599771467429,0.129339142973144,1,1
"8143","SCGB3A1",5.80078308195825,-0.038642154788619,0.211091190965504,1,1
"8144","FLT4",112.388251955981,0.106077630397973,0.161573006444663,1,1
"8145","OR2Y1",0.0453501865327882,-0.0013015402349553,0.270053553816106,1,1
"8146","HEIH",206.47033398342,0.0479406936975061,0.0819731395475592,1,1
"8147","LINC00847",160.775976576647,0.0956313357286158,0.113748666540096,1,1
"8148","ZFP62",401.635133764043,0.156611980529604,0.11246962670723,1,1
"8149","MIR8089",0.146925580797459,0.00359186529487372,0.268495499142294,1,1
"8150","BTNL3",0.857049772460417,0.0917948567113722,0.277843857126878,0.340545628843169,1
"8151","OR2V2",0.131268853118635,0.00340120335266587,0.268775470834076,1,1
"8152","OR2V1",0.0411298549701211,-0.00130154023495529,0.270053553816106,1,1
"8153","TRIM41",1521.88726565257,0.191221882901803,0.170029167639224,1,1
"8154","TRIM52-AS1",96.6918917408248,0.0752013757806622,0.123042725765423,1,1
"8155","MIR4638",0.17638527301535,0.00673784343643875,0.268280373779741,1,1
"8156","LOC102577426",0.781706362790695,-0.0794090297279224,0.259919150173359,0.639797792836102,1
"8157","RACK1",2038.53736670805,0.206598198537478,0.0885075807879881,1,1
"8158","SNORD96A",3.58981886112352,0.0475900324295216,0.216331409613666,1,1
"8159","SNORD95",15.4212955993722,0.0934047031042842,0.171559639135503,1,1
"8160","CTC-338M12.4",49.380791626974,0.18141361665232,0.160867143470382,1,1
"8161","TRIM7",95.228739333237,0.0439462113287567,0.150556754456895,1,1
"8162","TRIM52",437.67368295599,0.254998495913086,0.0903112099133889,1,1
"8163","CCND3",917.41880996894,0.0342883013514992,0.104603603058254,1,1
"8164","LINC00336",4.83528574140041,0.000277110551749338,0.198478611748399,1,1
"8165","GGNBP1",4.71855629396257,-0.0240516810632524,0.204309972448335,1,1
"8166","PGM3",423.038948884782,-0.046863550875663,0.098816895833325,1,1
"8167","PLEKHG1",654.345122915733,0.089474532286757,0.139298147133018,1,1
"8168","GMDS",122.945612329048,-0.170446937463627,0.1166081493354,1,1
"8169","BPHL",140.62934204371,-0.292343503522103,0.12990268743851,1,1
"8170","LYRM4",190.248350297299,-0.0728910374724607,0.100902783725242,1,1
"8171","LINC01622",9.67045961875764,0.0396072140163112,0.200333901805177,1,1
"8172","CAGE1",1.8608081862806,-0.0650252999959304,0.230908772051654,1,1
"8173","F13A1",205.366134247888,-0.0124077746797628,0.209583147743837,1,1
"8174","NOL7",387.497293488479,0.0153199375567083,0.0870038971943038,1,1
"8175","RANBP9",820.704915216317,-0.105331300412798,0.100371211420072,1,1
"8176","CDKAL1",248.498608662585,0.0527623967301151,0.104720967916126,1,1
"8177","KIF13A",1761.523377099,0.391219143173186,0.157860909251258,1,1
"8178","CASC15",40.2920566637718,-0.105811687606032,0.13425730941089,1,1
"8179","ZSCAN31",277.193026090733,0.120517812575563,0.184759402756714,1,1
"8180","DNAH8",9.25946234900511,-0.354279779413157,0.292322641062406,0.30358051307645,1
"8181","FKBP5",1411.50633471961,0.748762597849501,0.26788528664821,0.0702295538243054,1
"8182","DAAM2",6720.72058948889,0.131249674781666,0.206993217650494,1,1
"8183","LOC101929555",21.7050611863902,0.12364609935805,0.181096686176622,1,1
"8184","C6orf106",1908.8223386748,0.0667788114728011,0.101531007815172,1,1
"8185","RAB44",4.4285994870768,-0.372590856725146,0.443744053691353,0.0367717542227789,1
"8186","ENPP5",307.437520824816,-0.289861757071398,0.186285203369749,1,1
"8187","SUPT3H",324.658100156698,-0.121600003884221,0.12370577591678,1,1
"8188","LOC101929705",9.88857813887872,-0.361245225378885,0.262965192230782,0.414960285644298,1
"8189","RRP36",206.232420750356,-0.248986254480827,0.077201406570963,1,1
"8190","TRAM2",303.816759012835,0.0519074399531345,0.126208745171858,1,1
"8191","DST",29432.2178473197,0.143275778466037,0.143115330033776,1,1
"8192","KHDRBS2",722.653272331712,-0.0646539642407446,0.144379240025516,1,1
"8193","EYS",86.4412284844543,0.268854609783711,0.157205136616548,1,1
"8194","KCNQ5",1106.46327392595,-0.234267239507334,0.217105309721059,0.92490073848753,1
"8195","CD109",209.651656413752,-0.0712732615468909,0.149093407138029,1,1
"8196","MYO6",2283.76657306119,0.0550721118526363,0.133383177322007,1,1
"8197","PHIP",1927.96172561837,0.13798044861202,0.115008804075855,1,1
"8198","TTK",2.95735424950358,-0.0873182677487713,0.221692340022756,1,1
"8199","MAP3K7",643.797187896214,0.0215352469658874,0.0779103543812124,1,1
"8200","CEP162",249.61673060268,0.136081513606835,0.135869219596987,1,1
"8201","ANKRD6",546.085358556875,0.00510112658779795,0.103776823829879,1,1
"8202","KLHL32",737.24669069354,0.153237839803009,0.179661356558845,1,1
"8203","FUT9",2633.50950978905,-0.0512884642666943,0.148012007279864,1,1
"8204","FIG4",392.965651733477,-0.165948626798379,0.111265583241354,1,1
"8205","AMD1",1097.47754419767,0.172320306420175,0.149131122681232,1,1
"8206","LOC101927768",69.7222150079038,0.282816170044855,0.212297722584791,0.880130575191094,1
"8207","TBC1D32",246.44414788625,-0.13404952695862,0.12874963648371,1,1
"8208","NKAIN2",530.933481214132,0.0141224752693794,0.174457416163458,1,1
"8209","TRDN",23.15831118354,0.1251211454762,0.198721189777374,1,1
"8210","MAN1A1",481.329887835312,-0.065784217028942,0.172294031485024,1,1
"8211","SLC35F1",832.415179872914,-0.14792267995559,0.138980529196909,1,1
"8212","ARHGAP18",123.013826276405,-0.0133344826099345,0.110720598651903,1,1
"8213","IL20RA",28.8347858517896,0.0284135119911867,0.181641056905137,1,1
"8214","ALDH8A1",87.5813954174043,0.00728831016148754,0.16904827757467,1,1
"8215","PERP",86.3134351053425,0.0121237259412526,0.174403455790465,1,1
"8216","PDE7B",401.636018909672,-0.343402119734143,0.160768552353549,1,1
"8217","HECA",1025.4217983667,0.30049313458886,0.11816664800637,1,1
"8218","KATNA1",117.804711260696,0.252653552619868,0.125447604716634,1,1
"8219","AIG1",342.694604697345,-0.145337921614807,0.111375119031903,1,1
"8220","UTRN",2720.7929704737,0.104781600031497,0.137846865034994,1,1
"8221","SAMD5",68.0723971563087,-0.0765787739991293,0.146726073390988,1,1
"8222","ARID1B",2589.24686936325,0.102318322354326,0.0602108280433925,1,1
"8223","SNX9",763.444971300292,0.0518689622957792,0.119902264733622,1,1
"8224","ESR1",104.169568089059,0.129210279136955,0.137796159873764,1,1
"8225","PARK2",298.471053790439,-0.350759905173592,0.160037561487557,1,1
"8226","IGF2R",1959.30102830962,0.0997176279392712,0.0649717984686387,1,1
"8227","MAP3K4",1003.95161528341,0.0808549738830526,0.0601664204954323,1,1
"8228","PACRG",76.0886155675388,-0.158544135114553,0.13099634322762,1,1
"8229","WDR27",295.155963430948,0.0775979629462925,0.0922576842993203,1,1
"8230","IRF4",9.25364295119538,-0.0822426186920098,0.230272882869393,1,1
"8231","EXOC2",641.281739504632,-0.0178348374679437,0.0938374155375594,1,1
"8232","GMDS-AS1",69.2068689456662,-0.173312219378561,0.143912665357749,1,1
"8233","NQO2",337.069899659441,-0.037503405095646,0.115487495033638,1,1
"8234","SLC22A23",1787.73686960812,0.311167656432468,0.122857744940208,1,1
"8235","PRPF4B",1099.47649124614,0.193190236609022,0.0838870180143846,1,1
"8236","CDYL",863.140202089285,-0.00820263950767792,0.0933559971731752,1,1
"8237","LYRM4-AS1",39.225892837604,0.102034852393603,0.131495248581493,1,1
"8238","FARS2",265.270840343703,-0.14419268036776,0.0931497180729805,1,1
"8239","RREB1",388.606250797749,0.0858821155636922,0.126706878630502,1,1
"8240","LY86-AS1",148.998403552897,-0.381637077883332,0.220497214918892,0.619902158792707,1
"8241","SNRNP48",165.983517589942,0.563005815064812,0.153795637659787,0.487547894902243,1
"8242","BLOC1S5-TXNDC5",0,0,0.274009855282615,NA,NA
"8243","BMP6",121.594780325741,-0.125526344714023,0.17764622563558,1,1
"8244","LOC100506207",42.4501832827295,-0.105017109922101,0.13125938866719,1,1
"8245","GCNT2",75.4024786407567,0.249978984900748,0.178673335585056,1,1
"8246","ELOVL2",277.178796919858,-0.134928060124027,0.181018872100653,1,1
"8247","NEDD9",439.215868961351,-0.0322961033515444,0.138456611434029,1,1
"8248","GCM2",38.4338326008888,-0.127528870992453,0.162002294636069,1,1
"8249","HIVEP1",1139.36691105895,-0.100802107642843,0.100684885269629,1,1
"8250","PHACTR1",2119.54976833552,-0.285191250816145,0.168990598574066,1,1
"8251","GFOD1",2001.2790173628,-0.0691114625717839,0.15843415617684,1,1
"8252","DTNBP1",316.175479860731,-0.00848062038664564,0.0944822687446549,1,1
"8253","JARID2",867.392330129697,0.0848976777439268,0.0991169551571675,1,1
"8254","ATXN1",3706.23395454698,-0.150276669232962,0.0760065729070891,1,1
"8255","GMPR",135.508355136626,0.386338990262943,0.174032955783049,0.992320330562069,1
"8256","CAP2",1099.93870962129,-0.578692419307676,0.260327218743407,0.200968580547165,1
"8257","NUP153",755.917942255899,-0.0391034331073774,0.0946169495499938,1,1
"8258","KDM1B",372.91449413851,0.215743296098961,0.109391656732983,1,1
"8259","LOC100506885",4.68817610251838,-0.215468481138353,0.245344078316745,0.659817185503325,1
"8260","LOC101928519",2.86789753669192,0.0352992652663667,0.228380449224528,1,1
"8261","MBOAT1",21.9116627323478,0.117920442163261,0.186102864409216,1,1
"8262","E2F3",243.716261393112,-0.466532204433257,0.141832753357766,0.985754897311409,1
"8263","LINC00581",0.10012437976249,0.00482680490409295,0.270153273972898,0.998421955881172,1
"8264","LOC105374972",26.9697720764832,-0.0332556385088761,0.214009984964586,1,1
"8265","FAM65B",741.738391062079,-0.118427093102478,0.13730421551752,1,1
"8266","ALDH5A1",1267.23969761039,-0.379951388397384,0.110199951595307,1,1
"8267","KIAA0319",841.41628038608,-0.30919115455834,0.1565691600268,1,1
"8268","DCDC2",35.1073099870696,-0.269381180274058,0.196925822860724,1,1
"8269","CARMIL1",974.325169792243,-0.0606479441639858,0.155858242835272,1,1
"8270","SLC17A1",0.0784681015666322,-0.00359969213488097,0.270105545118421,1,1
"8271","SCGN",6.81972171046747,0.517725816128322,0.396381309677052,0.0820008804686324,1
"8272","GUSBP2",16.597854847471,0.251042726051005,0.224720523111097,0.812408144358001,1
"8273","BTN2A1",391.478751784749,-0.00561541754943033,0.091335027842257,1,1
"8274","LOC285819",6.72170746599737,0.0568263060043563,0.209469076156049,1,1
"8275","ZNF165",17.8719977800117,0.0110562364635728,0.158616553955302,1,1
"8276","LOC101929006",0,0,0.274009855282615,NA,NA
"8277","ZBED9",90.0769714591323,-0.218359591463279,0.175884577197845,1,1
"8278","ZNF311",13.9400460545032,0.0288391231421283,0.179139647907857,1,1
"8279","HCG18",1267.26525594747,0.168220846195406,0.0975505176172382,1,1
"8280","ZNRD1ASP",79.3490857750994,0.222380497246491,0.128147332028987,1,1
"8281","HCG17",44.9917942856653,-0.0132256558323067,0.129165464576464,1,1
"8282","MDC1",694.488663366079,-0.0546483545468351,0.110045468819506,1,1
"8283","ABCF1",796.879887026064,-0.0593358105239418,0.0935599497213198,1,1
"8284","MDC1-AS1",0.271705470094555,0.0327996100916835,0.263558312470716,0.765024148520416,1
"8285","MSH5-SAPCD1",2.33714102986185,-0.049302118623841,0.227160120400052,1,1
"8286","MSH5",1.11272665124462,0.0526904385664523,0.245556660552396,1,1
"8287","STK19",106.979042419409,-0.0569348110563013,0.103127199623817,1,1
"8288","EHMT2",1824.60807016723,-0.0276801993101186,0.101640826764286,1,1
"8289","BTNL2",15.1389393113893,-0.223137654795964,0.214755668133929,0.975082441213474,1
"8290","LOC101929163",32.5592813916441,-0.101545132654019,0.155594324834173,1,1
"8291","ZBTB9",97.3364550617715,-0.150115634796533,0.0965882599348559,1,1
"8292","HMGA1",570.448352715938,-0.140291597881874,0.119638464323669,1,1
"8293","GRM4",205.339302074874,0.066426754887734,0.152220339328739,1,1
"8294","PACSIN1",7606.9606742268,-0.354785436168371,0.199712832020523,0.838807962131839,1
"8295","NUDT3",380.320241028322,0.0621410265787535,0.123947034550316,1,1
"8296","RPS10-NUDT3",0,0,0.274009855282615,NA,NA
"8297","SNRPC",136.972052020432,-0.101460732182533,0.12439574700868,1,1
"8298","PPARD",1057.38720327469,-0.134853505264333,0.0888242988759845,1,1
"8299","ANKS1A",1183.86835111574,0.154617241690383,0.095467682921672,1,1
"8300","ZNF76",394.854474247992,-0.0025933311090399,0.0891443018574502,1,1
"8301","SRSF3",783.559665837646,0.034225350633804,0.10706197544942,1,1
"8302","MAPK14",672.22529301494,-0.0472210542290883,0.0915567776894991,1,1
"8303","SLC26A8",72.4075764717099,-0.198553362761912,0.152681119000525,1,1
"8304","LHFPL5",70.7475630994981,0.0373193880543808,0.148387873382889,1,1
"8305","KCTD20",783.633145423786,-0.0503587221909565,0.0760987818893503,1,1
"8306","BRPF3",1687.02004878986,0.201406870723636,0.0981996594069937,1,1
"8307","RNF8",367.407185613239,-0.0529729453754698,0.0968658553433679,1,1
"8308","PPIL1",169.271550986387,-0.156182347375209,0.119911691205274,1,1
"8309","MDGA1",601.615530075572,0.221502891332806,0.19412967736262,1,1
"8310","TMEM217",8.26890551942371,0.0576073896192199,0.184684863856172,1,1
"8311","LOC100505530",1.76961367096784,-0.00878205212036084,0.224951565600047,1,1
"8312","BTBD9",2324.6925806111,-0.090117307019463,0.14002249576114,1,1
"8313","GLO1",532.765665910008,-0.327490134022041,0.145108603363334,1,1
"8314","ZFAND3",1194.6037540772,0.0757494413501447,0.0884188936889292,1,1
"8315","KCNK5",2.93853008054788,0.00647547214421775,0.218223455910286,1,1
"8316","KIF6",295.588794699123,0.211634418891538,0.227711008944681,0.845678338960731,1
"8317","LRFN2",639.782187543913,-0.0298190712200259,0.161726216789549,1,1
"8318","TFEB",436.547529113127,0.399096654637205,0.210402990497612,0.651751119149864,1
"8319","APOBEC2",20.6982468972549,-0.00502843098667645,0.176719387168096,1,1
