"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"85","PBX1",1599.73362662976,-0.177300129132893,0.116505079720771,1,1
"86","DNM3",3075.54178199927,-0.0228699422541408,0.136970107836679,1,1
"87","TNFSF18",3.40650609230006,-0.0708514994918979,0.215919252483475,1,1
"88","MROH9",8.20573110215472,0.193891766000398,0.263465902002135,0.515456497219027,1
"89","TNN",9.33726477784175,-0.389252213830789,0.302282469217264,0.258143088511088,1
"90","BRINP2",1107.75684751137,-0.328927364664522,0.143270879456457,1,1
"91","ACBD6",306.024111696445,0.00674330483787278,0.0795035581155691,1,1
"92","SMG7",1450.54415294131,-0.0222193268207177,0.0881084998987958,1,1
"93","SOAT1",323.401586298314,0.100226320906536,0.119871893871061,1,1
"94","RASAL2",1671.86359181841,-0.375941473098559,0.125250169276578,1,1
"95","RGSL1",2.23525638137169,-0.201848023036245,0.309928622038291,0.219365119197992,1
"96","PTGS2",88.9047987733139,-0.417826296404475,0.220099141970414,0.554242306676471,1
"97","ZBTB41",837.130990780578,0.0506946847047571,0.122665945142816,1,1
"98","NEK7",917.449902906107,0.14004278120139,0.188967849176147,1,1
"99","PPP1R12B",2785.42836787297,0.06468700592843,0.106557090611536,1,1
"100","SRGAP2D",28.9815838735202,0.314631180085289,0.158029680867749,1,1
"101","SRGAP2",1213.72233304323,0.239646642588263,0.121706735859008,1,1
"102","BATF3",51.5331961906657,-0.215601671267446,0.17443727666185,1,1
"103","USH2A",43.8147344896206,-0.00115778179789587,0.134916303188612,1,1
"104","ESRRG",200.905065097703,-0.144492572132339,0.153909305255027,1,1
"105","HHAT",112.783926549117,-0.127460521697592,0.121270255400738,1,1
"106","RNU5F-1",0.947698831222532,0.0272269354309073,0.239125127669799,1,1
"107","MIR548F3",0.750201595368477,-0.049917491294868,0.248284075854635,0.979450121542497,1
"108","EPRS",1254.4048105874,-0.108860682783314,0.103170660368529,1,1
"109","DNAH14",121.902660540741,-0.0809384114618681,0.149507923919714,1,1
"110","NUP133",717.540206641843,-0.052630406343827,0.110207151299977,1,1
"111","LINC00582",1.59997155608341,0.149168696729827,0.288229428120251,0.303464850129951,1
"112","TRIM11",435.95258268927,0.0236486113240583,0.142668849907521,1,1
"113","TSNAX-DISC1",1.30704362378273,-0.0150989526778833,0.233776338603523,1,1
"114","LOC100130331",4.86077633541836,-0.357709914065802,0.387905195925274,0.0903620229197352,1
"115","RGS7",530.62131233404,-0.460432216180727,0.17379239682496,0.739869713404194,1
"116","MTR",1434.1793793757,-0.203235719280288,0.116925177790889,1,1
"117","LYST",1726.30494934777,0.0399876800620439,0.10897508281428,1,1
"118","KIF26B",553.756036567082,0.0534896986765811,0.132024806648594,1,1
"119","SMYD3",266.921246316373,-0.207190395103588,0.120171330545367,1,1
"120","ZNF496",684.662895793804,-0.0334861334887996,0.0997035800076465,1,1
"121","OR14C36",1.63791312596484,-0.0244689170923013,0.233330412775117,1,1
"122","LINC01128",409.949427992607,-0.113067834378588,0.108747525907179,1,1
"123","AURKAIP1",678.620864336228,-0.164051923755077,0.123717934599629,1,1
"124","NADK",555.612971165004,0.0820205552481358,0.112739514341706,1,1
"125","CDK11B",300.510011701429,0.172318039153802,0.113867203822057,1,1
"126","FAM132A",21.3271337567078,-0.175660755385669,0.205625893062937,1,1
"127","TNFRSF14",159.290875279085,-0.0964379290306092,0.160330961006371,1,1
"128","TTC34",29.2569395769893,0.0317056704567339,0.171296493374066,1,1
"129","SKI",3529.93950102948,0.131606790542996,0.133542970288797,1,1
"130","CCDC27",3.95540430663999,-0.154048707595066,0.253812179384913,0.631286673594103,1
"131","DFFB",180.086871624052,0.481642948064755,0.112511584132041,1,1
"132","MEGF6",144.343432797896,-0.0148399222619758,0.146890172097962,1,1
"133","AJAP1",815.866534766644,0.0167697243280947,0.138157307710372,1,1
"134","KCNAB2",5785.30496771111,-0.233353110310081,0.173828047066708,1,1
"135","NPHP4",680.315069098784,-0.0986712979344863,0.122568004561288,1,1
"136","PLEKHG5",1963.23752900568,0.0030476356159418,0.184692676544625,1,1
"137","ACOT7",1227.46419845186,-0.337091361009213,0.187413490431843,1,1
"138","PER3",1230.84706137908,0.0132942799711733,0.120392453689334,1,1
"139","TNFRSF9",2.04206725687265,-0.113724220880845,0.250433163731409,0.722222448602747,1
"140","RERE",5712.5839499668,0.064748492751885,0.0822306829598664,1,1
"141","H6PD",988.571827397698,0.0765106004751039,0.151554309771781,1,1
"142","GPR157",5.96078600072152,-0.0098063455451823,0.202439844391962,1,1
"143","UBE4B",1655.05392718132,0.17897028881443,0.0884949285366254,1,1
"144","KIF1B",15668.7524660518,0.105449473260333,0.0916207435997812,1,1
"145","CLSTN1",12338.6346315027,-0.276391873264306,0.164883036438967,1,1
"146","CTNNBIP1",614.128577547567,-0.134185250063582,0.119661179153609,1,1
"147","CASZ1",88.0481287570831,-0.0492201519478221,0.163421587373226,1,1
"148","C1orf127",1.89641311815039,-0.0122322606399005,0.22609362401461,1,1
"149","EXOSC10",894.341459569257,0.0272093059184372,0.11165399431442,1,1
"150","PEX14",428.688187172221,-0.259532620487081,0.124507910790864,1,1
"151","MTOR",2250.44710500114,-0.143356616242583,0.068832843644193,1,1
"152","VPS13D",5108.67522996263,-0.0188619012622684,0.0655455353966492,1,1
"153","TNFRSF8",3.47745024379099,-0.126665825314586,0.262504074018,0.551521409282026,1
"154","AGTRAP",124.866704688605,0.130003516496042,0.118003659568154,1,1
"155","MFN2",2919.58316914329,-0.0849463781403171,0.0969242600407685,1,1
"156","PRAMEF26",0,0,0.274009855282615,NA,NA
"157","PRAMEF25",0,0,0.274009855282615,NA,NA
"158","AADACL4",0.184674054475495,0.000356285642820072,0.267959834294115,1,1
"159","KAZN",1184.13045845432,0.0948578557180998,0.141585058384662,1,1
"160","TMEM51-AS1",40.3507525022375,0.110461190574144,0.186341357291706,1,1
"161","FHAD1",59.3204636473951,-0.273596798537319,0.209780717553248,0.925920088161195,1
"162","DNAJC16",596.305788051435,-0.129212770767253,0.0832660045999549,1,1
"163","SPEN",5154.87674013614,0.260849733129409,0.0996435733076609,1,1
"164","FBXO42",673.772247060884,0.0938397556303921,0.0931625751509239,1,1
"165","ESPNP",14.1664934096234,0.110726917649986,0.198091106777435,1,1
"166","PADI2",4085.1681823054,0.156708763905076,0.174816337955143,1,1
"167","PADI1",2.35789544256834,0.0271506058148528,0.254199981023074,1,1
"168","MFAP2",2.15554058328262,0.0712688182743499,0.24334648195429,0.95660218830825,1
"169","NBPF1",851.506322767346,0.238172727664911,0.18308068310092,1,1
"170","ARHGEF10L",1058.45611491169,0.316923102416836,0.165156590184978,1,1
"171","ACTL8",0.525853921018877,-0.0618362098185401,0.260582477574004,0.674248040651025,1
"172","IGSF21",897.457702307281,-0.182298017756688,0.118806653865062,1,1
"173","UBR4",7963.9493388293,-0.0591050377513834,0.0642171813961933,1,1
"174","CAPZB",1288.66722864286,-0.21350933867459,0.102128748306834,1,1
"175","PAX7",40.3365776184685,-0.243205865484193,0.211832300313827,0.967516034069097,1
"176","IFFO2",676.800272207525,-0.0127876587536574,0.134673647321531,1,1
"177","TMCO4",82.9523325623425,-0.00438396994514133,0.135010922067504,1,1
"178","LINC01141",39.7130895322784,0.12179855546928,0.173297195269558,1,1
"179","EIF4G3",3304.66185542795,-0.0699507703198072,0.0717662699436252,1,1
"180","ALPL",394.094446590893,-0.357250077264308,0.207898304692826,0.762382815214736,1
"181","HP1BP3",2701.56832180458,0.425543434932426,0.085055553028766,1,1
"182","ECE1",1593.37261030581,0.116481191144309,0.105934319330438,1,1
"183","LDLRAD2",5.30353484562018,0.222007240681675,0.237770437785349,0.724747743805171,1
"184","ZBTB40",1015.90571147831,0.445437401054463,0.113089179808106,1,1
"185","HSPG2",772.58507411587,-0.07374691587,0.15993611916249,1,1
"186","CDC42",756.025441568245,-0.216349043110523,0.137538800914773,1,1
"187","TCEA3",113.314686342797,0.264883632187184,0.186280780041591,1,1
"188","E2F2",4.85927591568577,-0.0709627560882643,0.238044107135613,1,1
"189","LUZP1",1812.5214313265,-0.113402950568248,0.152613678708031,1,1
"190","NIPAL3",2388.37528082298,0.147454991955854,0.175189195593711,1,1
"191","IFNLR1",57.0105176337103,0.233422171162011,0.191988954092298,1,1
"192","NCMAP",8.99752708347929,0.0562799102105328,0.201795706236369,1,1
"193","TMEM57",549.234046803445,0.072239951828492,0.0768362949087846,1,1
"194","MAN1C1",979.798998994004,0.00164212476283049,0.119698921685323,1,1
"195","RHCE",13.8634620548949,-0.374014553023407,0.209731745355745,0.711039862631939,1
"196","LIN28A",3.64432395249433,-0.0516988108533162,0.220713647245654,1,1
"197","SH3BGRL3",610.708626763766,0.0320811119316318,0.0913653582730804,1,1
"198","RPS6KA1",342.837450603657,0.235356122181113,0.1883606199504,1,1
"199","TMEM222",430.470822528256,-0.246596524103053,0.0906264501973472,1,1
"200","WASF2",1910.17958757562,0.239487314247135,0.141847525303576,1,1
"201","AHDC1",2565.15805408537,-0.00769869173327805,0.134654642208984,1,1
"202","PHACTR4",597.440824437833,0.239111674376423,0.131006648326914,1,1
"203","SNHG3",147.922288503369,0.335912483048584,0.11522105862222,1,1
"204","TAF12",100.330131017342,0.0116738783826321,0.10835870819776,1,1
"205","RCC1",134.045022687452,0.651824786172413,0.245986355050747,0.146195044656203,1
"206","SRSF4",1129.91721339489,0.128405074116239,0.0745406346831875,1,1
"207","PTPRU",1051.59390364217,0.183490120648902,0.139538370023848,1,1
"208","MATN1-AS1",38.8346018974917,0.122279098633181,0.204256574824012,1,1
"209","MATN1",10.9083243161147,0.126692663756835,0.21528749913131,1,1
"210","PTP4A2",3399.73354375762,0.200367349009116,0.206030668578398,1,1
"211","ZBTB8A",187.292010284838,0.119101399344922,0.0832155799974717,1,1
"212","RNF19B",421.606337096499,-0.14339761181072,0.113065001646457,1,1
"213","S100PBP",393.236179468209,0.162115028533222,0.105611761457068,1,1
"214","KPNA6",1672.11258237054,-0.06936334160756,0.0860147027992475,1,1
"215","SYNC",79.5074497901667,0.153337270066742,0.13543601435147,1,1
"216","HDAC1",279.990699415289,0.262117728457336,0.134453043367796,1,1
"217","LOC101929464",11.124661879285,0.248887869631207,0.196825634358775,1,1
"218","ZSCAN20",171.944162282458,0.21097563156028,0.113456953560635,1,1
"219","PHC2",1391.95363379624,0.0181840668140577,0.117471409152748,1,1
"220","CSMD2-AS1",13.5024580015256,0.150380930559833,0.174845598020818,1,1
"221","DLGAP3",3062.83798670971,-0.144014170739505,0.187037586296147,1,1
"222","AGO3",515.67685407928,0.243593693258231,0.0879723659602975,1,1
"223","COL8A2",87.4516192180532,0.558777859968827,0.298541485583493,0.166087407726491,1
"224","AGO4",639.16034994107,-0.0225726555708337,0.0882090681738121,1,1
"225","ZMYM4",1178.04312019906,-0.0277289544362046,0.0955607266474773,1,1
"226","KIAA0319L",1468.20582423133,-0.117124353454783,0.0724873454160192,1,1
"227","TFAP2E",167.830036579502,0.196773753515562,0.157128769805449,1,1
"228","STK40",744.337828344843,-0.0318166053865458,0.148637492850861,1,1
"229","GRIK3",1261.38280840668,-0.0563269928244729,0.146122739756498,1,1
"230","YRDC",100.51852054726,-0.0874227246537944,0.121018812513455,1,1
"231","SNIP1",208.140409411929,-0.256474257100254,0.110985748641581,1,1
"232","INPP5B",514.651793759804,0.0527165196719378,0.0881994174792816,1,1
"233","RRAGC",243.034966985807,0.0567934293534823,0.109107132323463,1,1
"234","BMP8B",160.260282498021,0.311771876511294,0.177579429403697,1,1
"235","BMP8A",335.879389253904,0.175759792847533,0.130632135252392,1,1
"236","RLF",785.220191756143,-0.121713048392079,0.0837455793510392,1,1
"237","SCMH1",589.554192350011,0.0485641059220069,0.0927878519746643,1,1
"238","NFYC-AS1",55.7609202160194,0.212817905561815,0.143658931778025,1,1
"239","KCNQ4",154.581214710456,-0.047594662074329,0.171861201806516,1,1
"240","HIVEP3",1715.64946634477,0.0872944105320888,0.132231897222151,1,1
"241","FOXJ3",1032.65731510005,-0.107886367555086,0.0873187347216499,1,1
"242","RIMKLA",600.683334618279,-0.197321826931948,0.168332236608221,1,1
"243","CFAP57",27.3389137938036,-0.476684549176021,0.205442770615071,0.507422042539708,1
"244","SZT2",1894.88209441496,0.159194937806987,0.123965131743224,1,1
"245","TMEM269",7.79244338985583,-0.182001077237036,0.234923658114396,0.810683424284529,1
"246","TIE1",392.704141853604,0.10958054919953,0.150857218865638,1,1
"247","ERI3-IT1",79.1553602412939,0.842740630309102,0.215512380696076,0.0324832686163024,1
"248","ERI3",974.406535913842,-0.161011830997514,0.0736437422059803,1,1
"249","ST3GAL3",382.69598991261,-0.295180738790313,0.0976744700153732,1,1
"250","IPO13",1833.57044354729,0.113831470607377,0.141732547970881,1,1
"251","KDM4A-AS1",26.0621850910566,0.0802213876895992,0.156522830268511,1,1
"252","KIF2C",24.0084888085263,0.0837289315003773,0.15902228239854,1,1
"253","EIF2B3",246.717421964722,-0.0602690603760453,0.105320104565004,1,1
"254","TESK2",183.448146184731,0.230283594984376,0.156677024983945,1,1
"255","ZSWIM5",306.424106524416,0.0338152460365475,0.082797265109809,1,1
"256","MAST2",1273.30456269098,0.0775909691138195,0.0859576553202551,1,1
"257","PIK3R3",725.30257545505,-0.0299846864997582,0.130941456045957,1,1
"258","MKNK1",400.748516361318,-0.0312986274960526,0.112823728590877,1,1
"259","POMGNT1",919.367416576115,0.1104240438018,0.106717632211269,1,1
"260","CYP4X1",164.37953686433,-0.401954978472116,0.183707682796976,0.850211490361098,1
"261","CYP4Z1",29.797416404356,-0.0518387283215578,0.162969176902856,1,1
"262","CYP4Z2P",1.72433664906074,0.0475425425258248,0.237042318622236,1,1
"263","CMPK1",726.585189808305,0.168789299550627,0.125728280580222,1,1
"264","SKINT1L",4.19064231247672,-0.187895829921975,0.251951962192788,0.622387444158741,1
"265","SPATA6",306.549684589338,0.11767236934749,0.161254702197619,1,1
"266","ELAVL4",697.154894554946,-0.341114743323292,0.212832430590269,0.755974411386194,1
"267","TTC39A",84.0669836375369,0.104189039234292,0.154254397994309,1,1
"268","OSBPL9",512.821348235665,0.119001458325887,0.140284919647075,1,1
"269","EPS15",2753.72885712329,-0.0763451474169113,0.124009641208959,1,1
"270","NRDC",1714.03486564398,-0.0274264504807303,0.0744960843191549,1,1
"271","ZFYVE9",1285.23789677679,-0.0697400479802616,0.116446620156296,1,1
"272","ZCCHC11",1039.18278152127,0.248341789992782,0.12259126285639,1,1
"273","ZYG11B",1443.46271578535,-0.150402995354071,0.134727109994775,1,1
"274","ZYG11A",3.21871744168677,0.155689588336706,0.249017524910898,0.683470399161866,1
"275","CC2D1B",760.966632330086,0.396343601886257,0.149589588651119,1,1
"276","GLIS1",219.740121757008,-0.00254747132538888,0.158377037433991,1,1
"277","NDC1",154.926495006275,-0.0698331422274603,0.13499571507483,1,1
"278","LRP8",820.086120776101,-0.294079767109265,0.0995292936073518,1,1
"279","HSPB11",78.2017549939051,-0.101233569507585,0.100817763136988,1,1
"280","ACOT11",449.093269222385,-0.0370816547871833,0.161408037174519,1,1
"281","MROH7-TTC4",5.14130975414167,-0.0300026086367645,0.204190906021106,1,1
"282","SSBP3",1298.47926824268,-0.174515012022806,0.129502277264601,1,1
"283","CYB5RL",103.401474191514,0.273789050639445,0.0938833413491616,1,1
"284","PLPP3",2439.37734166678,-0.140185149200147,0.150109500821819,1,1
"285","C1orf168",11.1268499771065,0.00226917777011657,0.166725187393242,1,1
"286","C8B",0.1816203504707,-0.00415563190325498,0.269957834642099,1,1
"287","PRKAA2",455.952362661347,-0.223947170606868,0.157776083003073,1,1
"288","DAB1-AS1",10.9553577600201,-0.164182653553615,0.194018887680348,1,1
"289","OMA1",204.647220177616,0.335071905945772,0.196526790053452,0.919010196552303,1
"290","LINC01358",1.56892600018102,0.0526047072831504,0.230341121294871,1,1
"291","HOOK1",359.643690431525,-0.179376911658229,0.15672522296731,1,1
"292","LOC101926964",54.2692718929884,-0.0319185988996695,0.171975045279277,1,1
"293","PATJ",578.250126217388,0.107644926666552,0.150822287461802,1,1
"294","KANK4",48.6275449847058,0.227512594573547,0.240279750871069,0.693983182499126,1
"295","LINC00466",0.375828904090673,-0.00258672100035883,0.256684328696009,1,1
"296","DOCK7",1135.7939552748,-0.0231745496134668,0.126595767651792,1,1
"297","ATG4C",365.835981009545,0.263358330552674,0.201588781794015,1,1
"298","PGM1",646.67684233293,-0.164005861552153,0.0988034276348548,1,1
"299","ROR1",66.5083215585881,0.12291287588758,0.196698371326929,1,1
"300","RAVER2",350.529497152236,0.015696494761937,0.137757392886449,1,1
"301","JAK1",1798.13383020086,-0.0111271729124991,0.0681059442789656,1,1
"302","DNAJC6",4329.19450228933,-0.122721659523097,0.158641755879553,1,1
"303","AK4",794.291187561846,0.0375455033077845,0.142207941144107,1,1
"304","PDE4B",1605.37243631223,-0.00998655747710069,0.149099819274799,1,1
"305","TCTEX1D1",15.6320755490856,-0.248840720156936,0.218512873386025,0.881264343237593,1
"306","WDR78",183.784492102622,0.234551966385974,0.162961022404622,1,1
"307","SLC35D1",284.227588974189,0.173448154238121,0.111254302357945,1,1
"308","SERBP1",1001.17892324063,0.0810301686465595,0.0940294488261258,1,1
"309","IL23R",0.0900350088645045,0.000613184226007971,0.270047470163578,1,1
"310","GNG12",403.552384709632,0.0305472524369695,0.153918449730406,1,1
"311","GNG12-AS1",46.6077482370882,-0.11485223629826,0.155405587368712,1,1
"312","WLS",1194.9726976314,-0.0707311614854041,0.128806636738639,1,1
"313","DEPDC1",5.27934146860609,-0.231964067020708,0.24962114519991,0.606729679220213,1
"314","LRRC40",196.665813676827,-0.307204364378327,0.156131323270118,1,1
"315","ANKRD13C",590.009761789922,-0.0933968715027641,0.0871627013550036,1,1
"316","PIN1P1",35.3608443303369,-0.165538728481981,0.151296682994749,1,1
"317","ZRANB2-AS2",4.50139137244532,-0.0115733159723225,0.208105078105176,1,1
"318","PTGER3",70.6924944635694,-0.0708353103717113,0.217184333051284,1,1
"319","LINC01360",0.270568367216593,-0.0171544265104086,0.26066359374317,1,1
"320","FPGT-TNNI3K",2.48076405438129,-0.0246476389640408,0.215445057081033,1,1
"321","LRRIQ3",3.180972100398,-0.0116295749493247,0.22482049518042,1,1
"322","TNNI3K",1.05278931508948,0.104984775787464,0.263301477041801,0.5542095159764,1
"323","ERICH3",1015.20846555731,-0.288267371831087,0.195574817581412,1,1
"324","SLC44A5",92.6815339320112,-0.359808724449307,0.171410858144993,1,1
"325","MSH4",48.365868028409,0.188833855969712,0.203202163898306,1,1
"326","ST6GALNAC5",447.996321075351,-0.228154435519125,0.239005545227714,0.70523703075118,1
"327","NEXN",47.677399463349,0.190755951451949,0.15006334583313,1,1
"328","GIPC2",13.0464139566452,-0.176851183686537,0.211923340470564,1,1
"329","MIGA1",811.169083925908,-0.134825173000732,0.150446526913267,1,1
"330","AK5",3722.67441284741,-0.142127020138715,0.172116269734659,1,1
"331","ZZZ3",935.818689151037,0.246713209140015,0.134169843685662,1,1
"332","MGC27382",0.488101387152934,-0.0524263318533437,0.275537412376267,0.305603941931592,1
"333","ADGRL4",116.264808352972,-0.00925676570172022,0.175719642346283,1,1
"334","LINC01781",0.131841718847176,-0.00227109037163664,0.26873580355535,1,1
"335","ADGRL2",994.258694719629,-0.12663277664154,0.174279642079865,1,1
"336","PRKACB",3232.08747545833,-0.146500342821708,0.161297579394961,1,1
"337","SAMD13",10.5461005216003,0.110899613711795,0.194766296678966,1,1
"338","LINC01725",12.9614717507125,-0.134776234019057,0.189929000792024,1,1
"339","LOC101927560",15.8167035063549,-0.0156202585919079,0.173329462428234,1,1
"340","TTLL7",2678.81848851556,0.238534171392122,0.182911971986872,1,1
"341","LINC01461",13.8030959389769,-0.0153306996994639,0.185772339320726,1,1
"342","WDR63",5.3915357620918,0.00836559769641206,0.203319860278798,1,1
"343","C1orf52",267.354423409542,-0.0562158862746066,0.125723619174892,1,1
"344","MCOLN2",4.07719356227921,-0.149886640930985,0.241930050286031,0.775819752923104,1
"345","LPAR3",44.1688799804916,0.0136498019208314,0.200235358871871,1,1
"346","COL24A1",427.316475661542,-0.409744799057442,0.221056936120773,0.564030665336948,1
"347","CLCA2",5.35162806544003,-0.014696717304704,0.225269595330946,1,1
"348","HS2ST1",659.339281341802,-0.0854864876491266,0.14080329203348,1,1
"349","LOC101927844",3.12242707847342,-0.20668570179918,0.27749445746783,0.407707090451183,1
"350","LOC105378828",36.2888382236825,-0.270005220715585,0.130384763984166,1,1
"351","PKN2",741.177492979157,0.200252269816215,0.123715333320875,1,1
"352","LRRC8B",1332.17483043294,-0.363310778330801,0.142887063028375,1,1
"353","GBP1",132.786487412654,-0.199742854152525,0.237515243782852,0.756217571768343,1
"354","GBP4",182.590163824318,-0.463859142729198,0.365424548070403,0.120478678773998,1
"355","LRRC8D",555.209879785756,0.174266301275145,0.159574633840067,1,1
"356","HFM1",58.2903414235082,-0.0628049504953275,0.164756834805455,1,1
"357","EVI5",884.425197782164,0.0641829976169106,0.105788894033673,1,1
"358","RPAP2",386.712098194034,0.146732516611415,0.100621058269747,1,1
"359","CCDC18",104.373173870559,0.114255880085636,0.127106048745632,1,1
"360","BCAR3",403.132242473337,0.385183890863689,0.175258935734908,0.983832518736216,1
"361","MTF2",301.078732001259,-0.185512784990869,0.11330604682738,1,1
